"","rated","turns","victory_status","winner","white_id","white_rating","black_id","black_rating","opening_name"
"11374","TRUE",87,"outoftime","white","mastersalomon",1961,"kaji_djagal",1805,"Neo-Gruenfeld Defense"
"11375","TRUE",91,"mate","white","vitaminex",1746,"mastersalomon",1979,"Sicilian Defense"
"11376","TRUE",50,"mate","black","eraldii",1878,"mastersalomon",1971,"Sicilian Defense"
"11378","TRUE",117,"resign","black","mastersalomon",1992,"alkun57",1941,"King's Indian Defense"
"11381","TRUE",10,"resign","white","mastersalomon",1971,"jul-ana",1244,"Slav Defense"
"11386","TRUE",94,"resign","black","mastersalomon",1981,"kingscrusher-youtube",2303,"Indian Game"
"11389","TRUE",113,"outoftime","white","kingscrusher-youtube",2287,"mastersalomon",1956,"Sicilian Defense"
"11405","TRUE",104,"mate","black","deno01",1389,"taranga",1307,"King's Pawn Game"
"11406","FALSE",33,"resign","white","mastermax19",1678,"taranga",1299,"Danish Gambit Accepted"
"11407","TRUE",64,"mate","black","soheil0",1152,"taranga",1299,"King's Pawn Game"
"11408","TRUE",62,"outoftime","black","taranga",1303,"atarasenko",1634,"Ruy Lopez"
"11409","TRUE",47,"mate","white","taranga",1278,"adilsontxyw",1530,"Ruy Lopez"
"11410","TRUE",30,"resign","white","kaoruko",1595,"taranga",1281,"Center Game"
"11411","TRUE",24,"resign","white","taranga",1267,"shahen07",1344,"Ruy Lopez"
"11412","TRUE",20,"resign","white","aslan737373",1332,"taranga",1277,"Italian Game"
"11413","FALSE",66,"resign","black","jjlg3531",1213,"taranga",1277,"Four Knights Game"
"11414","FALSE",12,"outoftime","black","taranga",1277,"sanchitkaushal",1047,"King's Knight Opening"
"11415","FALSE",63,"resign","black","sanchitkaushal",1047,"taranga",1277,"Queen's Pawn Game"
"11416","TRUE",82,"resign","white","barker1964",1393,"taranga",1285,"Queen's Pawn Game"
"11417","TRUE",87,"resign","white","taranga",1279,"temi2017",1090,"Alekhine Defense"
"11418","TRUE",19,"resign","white","taranga",1268,"killerbrecht",1255,"King's Pawn Game"
"11419","TRUE",59,"mate","white","oldsim",1186,"taranga",1283,"King's Pawn Game"
"11420","FALSE",124,"mate","black","taranga",1283,"whfo",1267,"Sicilian Defense"
"11421","TRUE",96,"resign","black","phileasfrog",1290,"taranga",1270,"Hungarian Opening"
"11422","TRUE",53,"outoftime","white","patrizio67",1331,"taranga",1281,"Queen's Pawn Game"
"11423","TRUE",39,"mate","white","piroz_xucestih",1304,"taranga",1292,"Van't Kruijs Opening"
"11424","TRUE",10,"mate","black","taranga",1305,"piroz_xucestih",1293,"French Defense"
"11425","TRUE",51,"mate","white","lelik3310",1308,"taranga",1317,"Center Game"
"11426","TRUE",18,"resign","black","cesar1945",1296,"taranga",1305,"Italian Game"
"11427","FALSE",106,"mate","black","marmoraka5",968,"taranga",1305,"Four Knights Game"
"11428","FALSE",38,"mate","black","taranga",1293,"vikrant_dalvi",1466,"Philidor Defense"
"11429","TRUE",59,"mate","white","xapoh",1500,"taranga",1299,"Ruy Lopez"
"11430","TRUE",111,"mate","white","taranga",1288,"jamila1234",1232,"Caro-Kann Defense"
"11431","TRUE",28,"resign","black","taranga",1289,"hknight_chess",2108,"Ruy Lopez"
"11432","FALSE",101,"outoftime","white","blassterkal",1431,"taranga",1289,"Center Game"
"11433","FALSE",15,"mate","white","striker123",1806,"taranga",1289,"Scotch Game"
"11434","FALSE",42,"resign","white","taranga",1289,"yugesh_naidu",1311,"Philidor Defense"
"11435","FALSE",118,"resign","black","blassterkal",1431,"taranga",1289,"Englund Gambit Declined"
"11436","FALSE",34,"resign","black","taranga",1289,"andreas636",1484,"Giuoco Piano"
"11437","FALSE",60,"resign","black","taranga",1289,"armourbuddy",1810,"Sicilian Defense"
"11438","FALSE",66,"resign","black","striker123",1806,"taranga",1289,"Scotch Game"
"11439","FALSE",21,"outoftime","white","taranga",1289,"snapper",1500,"Philidor Defense"
"11440","TRUE",73,"mate","white","moon50",1409,"taranga",1297,"Ruy Lopez"
"11441","TRUE",159,"mate","white","taranga",1280,"moon50",1485,"Italian Game"
"11442","FALSE",74,"resign","white","taranga",1280,"italiantranslator",1211,"Scandinavian Defense"
"11443","FALSE",28,"mate","black","italiantranslator",1211,"taranga",1280,"Crab Opening"
"11444","TRUE",112,"mate","black","taranga",1281,"naoufel",1765,"Philidor Defense"
"11456","FALSE",54,"resign","black","crazyscientist1",1015,"checkmate3141",1779,"Queen's Gambit Accepted"
"11457","FALSE",70,"resign","black","checkmate3141",1779,"crazyscientist1",1015,"Slav Defense"
"11458","TRUE",31,"resign","black","crazyscientist1",1015,"checkmate3141",1779,"Scandinavian Defense"
"11460","FALSE",97,"resign","white","unicornz",2305,"crazyscientist1",1015,"Sicilian Defense"
"11461","TRUE",22,"resign","black","crazyscientist1",1015,"unicornz",2305,"Pirc Defense"
"11466","TRUE",120,"resign","black","martinlutherking",1450,"crazyscientist1",789,"Sicilian Defense"
"11490","FALSE",66,"draw","draw","crazyscientist1",1500,"unicornz",2305,"King's Gambit"
"11492","TRUE",57,"mate","white","iamaliveandbored",1158,"gighellone",1155,"Philidor Defense"
"11494","FALSE",23,"resign","white","iamaliveandbored",1158,"sparkyman",1324,"Scotch Game"
"11495","FALSE",31,"resign","black","iamaliveandbored",1158,"sparkyman",1324,"Scotch Game"
"11527","TRUE",83,"resign","white","zhaska",1683,"azizhoca",1628,"Modern Defense"
"11528","TRUE",67,"resign","black","azizhoca",1639,"zhaska",1674,"Hungarian Opening"
"11544","TRUE",59,"resign","white","zhaska",1709,"marik1914",1725,"Italian Game"
"11545","TRUE",46,"mate","black","marik1914",1736,"zhaska",1697,"Bishop's Opening"
"11546","TRUE",122,"draw","draw","zhaska",1696,"marik1914",1738,"Queen's Gambit Declined"
"11547","TRUE",39,"mate","white","marik1914",1728,"zhaska",1706,"Russian Game"
"11548","TRUE",77,"mate","white","zhaska",1694,"marik1914",1740,"Queen's Gambit Declined"
"11549","TRUE",99,"resign","white","marik1914",1730,"zhaska",1704,"Bishop's Opening"
"11550","TRUE",102,"outoftime","black","zhaska",1714,"marik1914",1720,"Queen's Gambit Declined"
"11554","TRUE",63,"resign","white","karlaugust",2212,"shiwen",2231,"Sicilian Defense"
"11555","TRUE",349,"outoftime","white","shiwen",2194,"kijek",2240,"Queen's Gambit Declined"
"11556","TRUE",157,"resign","white","shiwen",2162,"jatekos",2122,"Semi-Slav Defense"
"11557","TRUE",23,"resign","white","lupanama",2426,"shiwen",2178,"Italian Game"
"11558","TRUE",64,"resign","black","shiwen",2196,"lupanama",2420,"Queen's Gambit Declined"
"11559","TRUE",46,"resign","white","lupanama",2413,"shiwen",2219,"Nimzo-Indian Defense"
"11560","TRUE",67,"resign","black","shiwen",2247,"lupanama",2405,"Queen's Gambit Declined"
"11597","FALSE",86,"draw","draw","rajuppi",2452,"anonymous_enemy",1500,"King's Indian Attack"
"11598","FALSE",52,"outoftime","black","anonymous_enemy",1500,"lance5500",2621,"King's Indian Defense"
"11599","FALSE",97,"draw","draw","anonymous_enemy",1500,"beepbeepimajeep",1500,"Nimzo-Larsen Attack"
"11600","FALSE",52,"resign","black","anonymous_enemy",1500,"mysterious_expert",2209,"Reti Opening"
"11602","FALSE",86,"resign","black","anonymous_enemy",1500,"lance5500",2621,"Nimzo-Larsen Attack"
"11603","FALSE",143,"resign","white","lance5500",2621,"anonymous_enemy",1500,"Bogo-Indian Defense"
"11605","FALSE",82,"mate","black","eldiablo5",1907,"beepbeepimajeep",1500,"Queen's Gambit Declined"
"11606","FALSE",50,"outoftime","black","fairygirl",2438,"eldiablo5",1907,"Slav Defense"
"11609","FALSE",105,"resign","white","beepbeepimajeep",1500,"eldiablo5",1876,"Slav Defense"
"11615","FALSE",16,"resign","black","solidchess_hehe",1562,"ahmadirr",1657,"Sicilian Defense"
"11617","FALSE",74,"mate","black","lzchips",2231,"solidchess_hehe",1562,"Ponziani Opening"
"11620","FALSE",127,"draw","draw","solidchess_hehe",1562,"lzchips",2207,"Italian Game"
"11621","FALSE",51,"resign","white","lzchips",2207,"solidchess_hehe",1562,"Center Game"
"11622","FALSE",42,"resign","black","solidchess_hehe",1562,"lzchips",2207,"Indian Game"
"11623","FALSE",63,"resign","white","lzchips",2207,"solidchess_hehe",1562,"Modern Defense"
"11624","FALSE",48,"resign","black","solidchess_hehe",1562,"lzchips",2207,"Amar Opening"
"11625","FALSE",28,"resign","white","lzchips",2207,"solidchess_hehe",1562,"Sicilian Defense"
"11626","FALSE",56,"resign","black","solidchess_hehe",1562,"lzchips",2207,"Nimzo-Larsen Attack"
"11627","FALSE",23,"resign","white","lzchips",2207,"solidchess_hehe",1562,"Sicilian Defense"
"11628","FALSE",48,"resign","black","solidchess_hehe",1562,"lzchips",2207,"Amar Opening"
"11629","FALSE",57,"resign","white","lzchips",2207,"solidchess_hehe",1562,"Sicilian Defense"
"11632","FALSE",61,"resign","white","lzchips",2210,"solidchess_hehe",1562,"Modern Defense"
"11633","FALSE",54,"mate","black","solidchess_hehe",1562,"lzchips",2210,"Nimzo-Larsen Attack"
"11634","FALSE",15,"resign","white","deadintheend",1708,"solidchess_hehe",1562,"Italian Game"
"11635","FALSE",16,"resign","white","solidchess_hehe",1562,"deadintheend",1708,"Zukertort Opening"
"11637","FALSE",105,"resign","black","solidchess_hehe",1562,"lzchips",2210,"Nimzo-Larsen Attack"
"11638","FALSE",23,"resign","white","lzchips",2210,"solidchess_hehe",1562,"Four Knights Game"
"11639","FALSE",53,"resign","black","solidchess_hehe",1562,"lzchips",2210,"Nimzo-Larsen Attack"
"11640","FALSE",25,"resign","white","lzchips",2210,"solidchess_hehe",1562,"Center Game"
"11641","FALSE",22,"resign","black","ellute1",1539,"solidchess_hehe",1562,"Ruy Lopez"
"11642","FALSE",34,"mate","black","solidchess_hehe",1562,"lzchips",2210,"Zukertort Opening"
"11643","FALSE",36,"resign","white","lzchips",2210,"solidchess_hehe",1562,"King's Gambit Accepted"
"11644","FALSE",86,"resign","black","solidchess_hehe",1562,"lzchips",2210,"Zukertort Opening"
"11645","FALSE",91,"resign","white","lzchips",2210,"solidchess_hehe",1562,"Three Knights Opening"
"11647","FALSE",38,"resign","black","solidchess_hehe",1562,"lzchips",2314,"Nimzo-Larsen Attack"
"11648","FALSE",67,"resign","white","lzchips",2291,"solidchess_hehe",1562,"Nimzowitsch Defense"
"11649","FALSE",52,"resign","black","solidchess_hehe",1562,"lzchips",2291,"Nimzo-Larsen Attack"
"11650","FALSE",29,"resign","white","lzchips",2291,"solidchess_hehe",1562,"Three Knights Opening"
"11651","FALSE",62,"resign","black","solidchess_hehe",1562,"lzchips",2291,"Nimzo-Larsen Attack"
"11653","TRUE",23,"resign","white","vic_mark",1522,"solidchess_hehe",1486,"Italian Game"
"11656","FALSE",119,"outoftime","white","williamzhi",1484,"rati0nal",1500,"Queen's Pawn Game"
"11657","FALSE",49,"mate","white","williamzhi",1484,"rati0nal",1500,"Hungarian Opening"
"11662","FALSE",49,"mate","white","rati0nal",1500,"williamzhi",1486,"King's Pawn Game"
"11665","TRUE",38,"resign","black","amithchess",1468,"abujssar",1489,"Queen's Gambit Declined"
"11666","TRUE",29,"resign","white","abujssar",1479,"amithchess",1478,"Sicilian Defense"
"11668","TRUE",52,"mate","black","amithchess",1478,"abujssar",1468,"French Defense"
"11669","TRUE",36,"resign","white","abujssar",1457,"amithchess",1490,"Queen's Pawn Game"
"11670","TRUE",63,"resign","white","amithchess",1480,"abujssar",1467,"Italian Game"
"11696","TRUE",42,"resign","black","niagrad",1603,"amithchess",1584,"Queen's Pawn Game"
"11697","TRUE",51,"draw","draw","amithchess",1583,"niagrad",1604,"Sicilian Defense"
"11698","TRUE",95,"resign","white","niagrad",1594,"amithchess",1594,"Philidor Defense"
"11706","TRUE",68,"draw","draw","bauss54",2044,"laode_syahril",2156,"Queen's Gambit Declined"
"11708","TRUE",22,"resign","white","laode_syahril",2178,"bringue",1955,"King's Indian Attack"
"11712","TRUE",80,"outoftime","black","erdene123",1980,"laode_syahril",2173,"Semi-Slav Defense"
"11713","TRUE",43,"resign","white","laode_syahril",2147,"erdene123",2008,"Gruenfeld Defense"
"11714","TRUE",98,"mate","black","beamall",2104,"laode_syahril",2098,"Caro-Kann Defense"
"11715","TRUE",43,"mate","white","laode_syahril",2029,"beamall",2117,"Four Knights Game"
"11716","TRUE",57,"draw","draw","beamall",2120,"laode_syahril",2010,"Semi-Slav Defense"
"11719","TRUE",107,"resign","white","laode_syahril",1833,"srinathpads",1719,"Reti Opening"
"11720","TRUE",52,"mate","black","srinathpads",1728,"laode_syahril",1662,"Caro-Kann Defense"
"11722","FALSE",79,"draw","draw","jerusseust",2438,"antons",1658,"Sicilian Defense"
"11727","TRUE",100,"resign","black","antons",1671,"yakov123",1771,"Caro-Kann Defense"
"11728","FALSE",166,"mate","black","nikitosspb",1755,"antons",1671,"Indian Game"
"11733","FALSE",65,"resign","white","nikitosspb",1755,"antons",1660,"Queen's Pawn Game"
"11734","FALSE",54,"resign","black","antons",1660,"nikitosspb",1755,"Caro-Kann Defense"
"11735","FALSE",29,"resign","white","nikitosspb",1755,"antons",1660,"Queen's Pawn Game"
"11736","TRUE",51,"outoftime","white","antons",1643,"yakov123",1840,"Caro-Kann Defense"
"11739","FALSE",72,"resign","black","antons",1633,"e-shaposhnikov",1500,"Ruy Lopez"
"11742","FALSE",101,"mate","white","nikitosspb",1665,"antons",1614,"Indian Game"
"11744","TRUE",63,"resign","white","nikitosspb",1647,"antons",1624,"Queen's Pawn Game"
"11745","TRUE",92,"draw","draw","nikitosspb",1649,"antons",1624,"Indian Game"
"11747","FALSE",28,"resign","black","grsa",1264,"shadytoffeebackup",1736,"Queen's Pawn Game"
"11751","FALSE",161,"draw","draw","grsa",1263,"shadytoffeebackup",1715,"Queen's Pawn Game"
"11752","FALSE",21,"mate","white","shadytoffeebackup",1715,"grsa",1263,"French Defense"
"11809","FALSE",72,"resign","black","lance5500",2621,"oguzkagangurer",1613,"Russian Game"
"11812","TRUE",57,"outoftime","white","oguzkagangurer",1611,"dastan-2009",1501,"Scotch Game"
"11813","TRUE",154,"mate","black","dastan-2009",1510,"oguzkagangurer",1603,"Sicilian Defense"
"11816","TRUE",24,"draw","draw","dastan-2009",1500,"oguzkagangurer",1610,"Sicilian Defense"
"11820","FALSE",85,"mate","white","lance5500",2621,"oguzkagangurer",1600,"Sicilian Defense"
"11839","TRUE",173,"outoftime","white","bontakriks",1827,"alfredo17",1941,"Nimzo-Larsen Attack"
"11840","TRUE",76,"draw","draw","alfredo17",1944,"bontakriks",1823,"Caro-Kann Defense"
"11841","TRUE",118,"resign","black","bontakriks",1828,"alfredo17",1937,"Nimzo-Larsen Attack"
"11845","TRUE",63,"mate","white","bontakriks",1836,"ibraimo",1942,"Nimzo-Larsen Attack"
"11846","TRUE",28,"resign","white","ibraimo",1934,"bontakriks",1844,"Queen's Gambit Refused"
"11852","TRUE",106,"mate","black","bontakriks",1825,"ibraimo",1914,"Nimzo-Larsen Attack"
"11885","TRUE",82,"resign","black","boberarena",2166,"ridics",2153,"Nimzowitsch Defense"
"11890","TRUE",49,"resign","white","ridics",2106,"fl0yd",1725,"Bird Opening"
"11891","TRUE",129,"mate","white","mandre",2113,"ridics",2120,"Queen's Pawn Game"
"11892","TRUE",29,"resign","white","ridics",2100,"renanreis",2276,"Blumenfeld Countergambit Accepted"
"11893","TRUE",67,"resign","white","ridics",2095,"momas",1831,"Benko Gambit Accepted"
"11901","TRUE",44,"resign","black","mahmoud-0",1918,"mucizeci",1888,"Slav Defense"
"11902","TRUE",117,"resign","white","mucizeci",1874,"mahmoud-0",1951,"French Defense"
"11903","TRUE",38,"resign","black","mahmoud-0",1990,"mucizeci",1859,"Semi-Slav Defense"
"11904","TRUE",51,"mate","white","mucizeci",1841,"mahmoud-0",2036,"French Defense"
"11905","TRUE",81,"outoftime","white","sparklehorse",2465,"mahmoud-0",2041,"Queen's Indian Defense"
"11906","TRUE",64,"resign","black","mahmoud-0",2079,"udav202",2032,"Nimzo-Indian Defense"
"11915","FALSE",68,"outoftime","black","mahmoud-0",1500,"alivalizadeh",1500,"Nimzo-Indian Defense"
"11916","FALSE",94,"resign","black","alivalizadeh",1500,"mahmoud-0",1500,"French Defense"
"11917","FALSE",103,"draw","draw","mahmoud-0",1500,"alivalizadeh",1500,"Nimzo-Indian Defense"
"11925","TRUE",57,"resign","black","dboenn",1686,"guestpadawan",1723,"Modern Defense"
"11926","TRUE",49,"resign","white","guestpadawan",1713,"dboenn",1696,"Scandinavian Defense"
"11927","TRUE",78,"mate","black","dboenn",1707,"guestpadawan",1702,"King's Indian Defense"
"11945","FALSE",49,"draw","draw","danny77",2150,"sparklehorse",2501,"Nimzo-Indian Defense"
"11946","FALSE",64,"resign","black","schachmalanders",2401,"danny77",2150,"Sicilian Defense"
"11948","FALSE",38,"draw","draw","beepbeepimajeep",1500,"danny77",2150,"Sicilian Defense"
"11949","FALSE",69,"resign","white","chessninja48",2447,"danny77",2150,"Blumenfeld Countergambit"
"11950","FALSE",40,"resign","black","lance5500",2621,"danny77",2150,"Russian Game"
"11952","FALSE",82,"resign","black","mysterious_expert",2216,"danny77",2150,"Sicilian Defense"
"11953","FALSE",40,"resign","black","mysterious_expert",2216,"danny77",2150,"Indian Game"
"11954","FALSE",58,"outoftime","black","lance5500",2621,"danny77",2150,"Zukertort Opening"
"11959","FALSE",42,"resign","black","lance5500",2621,"danny77",2139,"Italian Game"
"11982","TRUE",39,"mate","white","sazed",2104,"nulozechecs",1980,"French Defense"
"11983","TRUE",64,"resign","black","nulozechecs",1988,"sazed",2095,"Scotch Game"
"11987","TRUE",43,"resign","white","sazed",2077,"greenpeace48",1694,"Scandinavian Defense"
"11994","TRUE",182,"mate","black","jhonwalter",1746,"sazed",2108,"Italian Game"
"12002","FALSE",49,"mate","white","ca-va-lier",1590,"ntam",1100,"Philidor Defense"
"12003","FALSE",34,"mate","black","ntam",1100,"ca-va-lier",1590,"Zukertort Opening"
"12008","FALSE",122,"mate","black","erdem2008",1340,"clash_royale",1542,"Italian Game"
"12009","TRUE",19,"draw","draw","erdem2008",1334,"clash_royale",1550,"Italian Game"
"12010","TRUE",123,"mate","white","erdem2008",1314,"clash_royale",1571,"Italian Game"
"12011","TRUE",25,"mate","white","clash_royale",1566,"erdem2008",1319,"Four Knights Game"
"12012","TRUE",22,"mate","black","erdem2008",1324,"clash_royale",1560,"Italian Game"
"12013","TRUE",79,"mate","white","clash_royale",1554,"erdem2008",1329,"Englund Gambit"
"12014","TRUE",105,"resign","white","clash_royale",1548,"erdem2008",1335,"King's Pawn Game"
"12015","TRUE",22,"mate","black","erdem2008",1341,"clash_royale",1542,"Italian Game"
"12020","TRUE",50,"mate","black","diegolivo",1196,"clash_royale",1549,"Modern Defense"
"12021","TRUE",81,"resign","white","clash_royale",1545,"diegolivo",1199,"King's Pawn Game"
"12022","TRUE",46,"resign","black","diegolivo",1202,"clash_royale",1542,"King's Pawn Game"
"12025","TRUE",68,"resign","black","booker13",2166,"fmshawnrl123",2318,"Caro-Kann Defense"
"12026","TRUE",93,"resign","white","fmshawnrl123",2308,"booker13",2173,"Sicilian Defense"
"12027","TRUE",74,"resign","black","booker13",2180,"fmshawnrl123",2298,"Caro-Kann Defense"
"12034","TRUE",73,"resign","black","dastan-2009",1671,"trotil45",1560,"Caro-Kann Defense"
"12043","TRUE",51,"resign","black","sudebala",1791,"dastan-2009",1633,"Scotch Game"
"12058","TRUE",73,"resign","black","iamaliveandbored",1146,"dinobzik",1158,"Sicilian Defense"
"12059","TRUE",61,"outoftime","white","danilo1961",1332,"dinobzik",1167,"Slav Defense"
"12081","FALSE",58,"resign","black","dinobzik",1214,"lance5500",2621,"Sicilian Defense"
"12084","TRUE",56,"mate","black","dinobzik",1226,"vitaminex",1848,"Four Knights Game"
"12153","FALSE",61,"resign","white","mburch1974",1899,"mysterious_expert",2061,"Modern Defense"
"12155","FALSE",54,"resign","black","rajuppi",2449,"mburch1974",1899,"Saragossa Opening"
"12160","FALSE",103,"mate","white","fairygirl",2387,"mburch1974",1906,"Queen's Gambit Declined"
"12161","FALSE",32,"resign","white","fairygirl",2387,"mburch1974",1906,"Horwitz Defense"
"12165","FALSE",146,"resign","black","tanjerry",1977,"sudebala",1816,"English Opening"
"12168","TRUE",55,"resign","white","tanjerry",1953,"ashishbarda",1894,"English Opening"
"12172","TRUE",72,"resign","black","sergiokumic",1629,"tanjerry",1921,"Sicilian Defense"
"12173","TRUE",69,"resign","white","tanjerry",1917,"s7serg",1621,"English Opening"
"12174","TRUE",147,"mate","white","tanjerry",1904,"eraldii",1902,"English Opening"
"12183","TRUE",28,"mate","black","ramonsantana44",1919,"tanjerry",1889,"Sicilian Defense"
"12184","TRUE",64,"mate","black","sansebastian",1403,"tanjerry",1887,"Old Benoni Defense"
"12185","TRUE",139,"draw","draw","mohammad9182",1736,"tanjerry",1893,"Old Benoni Defense"
"12193","TRUE",149,"resign","white","tanjerry",1937,"momas",1975,"English Opening"
"12194","TRUE",94,"resign","black","tanjerry",1949,"radiomaryjak",1986,"English Opening"
"12203","TRUE",34,"resign","black","blazingheart",1387,"wiggleitjiggleit",1457,"King's Indian Defense"
"12204","TRUE",122,"resign","black","imlimbad",1417,"wiggleitjiggleit",1447,"Queen's Pawn Game"
"12205","TRUE",51,"mate","white","wiggleitjiggleit",1436,"simplymaster",1439,"Semi-Slav Defense"
"12207","TRUE",30,"resign","black","antitexnik",1318,"wiggleitjiggleit",1448,"Italian Game"
"12208","TRUE",79,"outoftime","white","wiggleitjiggleit",1437,"simplymaster",1446,"Caro-Kann Defense"
"12210","TRUE",78,"resign","black","vkmansftw",1308,"wiggleitjiggleit",1441,"Vienna Game"
"12214","TRUE",42,"resign","white","per1966",1719,"saviter",1679,"Queen's Gambit Declined"
"12215","TRUE",42,"mate","black","saviter",1689,"per1966",1670,"Sicilian Defense"
"12216","TRUE",59,"resign","white","gdf1981",1672,"saviter",1701,"Sicilian Defense"
"12218","TRUE",31,"resign","black","saviter",1706,"ilkerk",1698,"Sicilian Defense"
"12219","TRUE",107,"outoftime","white","ilkerk",1687,"saviter",1717,"Queen's Gambit Declined"
"12226","TRUE",23,"resign","white","mhamed_basti",1833,"saviter",1740,"Italian Game"
"12227","TRUE",118,"outoftime","black","andyfi",1433,"saviter",1737,"Queen's Pawn Game"
"12231","TRUE",56,"mate","black","cris36",1605,"saviter",1698,"Van't Kruijs Opening"
"12232","TRUE",71,"mate","white","saviter",1690,"cris36",1613,"French Defense"
"12233","TRUE",48,"mate","black","cris36",1622,"saviter",1681,"Van't Kruijs Opening"
"12235","TRUE",33,"resign","white","evianwahter",1568,"saviter",1696,"Sicilian Defense"
"12241","TRUE",54,"resign","black","leps000",1705,"saviter",1719,"Ruy Lopez"
"12242","TRUE",75,"outoftime","white","saviter",1709,"leps000",1716,"Nimzowitsch Defense"
"12245","TRUE",49,"resign","white","majorwarren",1706,"saviter",1695,"Sicilian Defense"
"12246","TRUE",67,"resign","white","saviter",1683,"majorwarren",1717,"Philidor Defense"
"12247","TRUE",73,"resign","white","majorwarren",1707,"saviter",1693,"Queen's Pawn Game"
"12251","TRUE",16,"resign","black","saviter",1730,"a_th-19",1882,"Sicilian Defense"
"12256","TRUE",36,"mate","black","sgbarrys",1509,"toitles",1505,"Van't Kruijs Opening"
"12262","TRUE",37,"resign","black","toitles",1501,"rfabian",1421,"Italian Game"
"12263","TRUE",51,"resign","white","isuckatchess96",1473,"toitles",1513,"French Defense"
"12275","TRUE",120,"mate","black","sgbarrys",1502,"toitles",1448,"Van't Kruijs Opening"
"12276","TRUE",94,"resign","white","toitles",1435,"sgbarrys",1515,"French Defense"
"12277","TRUE",51,"resign","white","sgbarrys",1506,"toitles",1444,"Van't Kruijs Opening"
"12278","TRUE",127,"mate","white","toitles",1431,"sgbarrys",1520,"King's Pawn Game"
"12279","TRUE",96,"resign","white","sgbarrys",1511,"toitles",1439,"Horwitz Defense"
"12288","FALSE",52,"resign","black","ogeldi",1780,"singyoursong42",2015,"French Defense"
"12289","FALSE",152,"mate","black","ogeldi",1793,"singyoursong42",2015,"King's Indian Defense"
"12290","FALSE",18,"resign","black","singyoursong42",2015,"ogeldi",1793,"Sicilian Defense"
"12291","FALSE",120,"mate","black","ogeldi",1793,"singyoursong42",2015,"Indian Game"
"12292","FALSE",105,"mate","white","singyoursong42",2015,"ogeldi",1793,"Modern Defense"
"12294","TRUE",18,"resign","black","duckduckfrog",1527,"smartduckduckcow",1882,"King's Pawn Game"
"12296","TRUE",54,"mate","black","abolfazl1386",1500,"smartduckduckcow",1901,"Slav Defense"
"12299","TRUE",26,"mate","black","duckduckfrog",1545,"smartduckduckcow",1890,"King's Pawn Game"
"12301","FALSE",115,"draw","draw","sunwatair57",1923,"smartduckduckcow",1887,"Queen's Pawn Game"
"12306","FALSE",21,"resign","white","ducksandcats",1821,"duckduckcow",1832,"Caro-Kann Defense"
"12307","FALSE",48,"mate","black","duckduckcow",1832,"ducksandcats",1821,"Caro-Kann Defense"
"12308","FALSE",89,"draw","draw","ducksandcats",1821,"duckduckcow",1832,"Caro-Kann Defense"
"12309","FALSE",31,"mate","white","duckduckcow",1832,"ducksandcats",1821,"Caro-Kann Defense"
"12321","TRUE",92,"resign","black","ducksandcats",1867,"2700172",1883,"Scotch Game"
"12323","TRUE",98,"resign","black","chess_pro_107",1922,"ducksandcats",1851,"Slav Defense"
"12324","TRUE",24,"mate","black","ducksandcats",1861,"chess_pro_107",1899,"Caro-Kann Defense"
"12327","FALSE",85,"resign","white","ducksandcats",1878,"jtg2016",1906,"Sicilian Defense"
"12330","TRUE",124,"draw","draw","axela",1806,"ducksandcats",1875,"Slav Defense"
"12331","TRUE",61,"resign","white","ducksandcats",1864,"bobbytal",1842,"Sicilian Defense"
"12332","TRUE",66,"outoftime","black","bobbytal",1853,"ducksandcats",1853,"Scandinavian Defense"
"12334","TRUE",49,"resign","white","ducksandcats",1832,"wall-of-shields",1696,"Rat Defense"
"12335","TRUE",42,"mate","black","wall-of-shields",1704,"ducksandcats",1824,"English Opening"
"12343","TRUE",12,"resign","black","dfdghgh",1543,"mineralkin",1426,"Queen's Pawn"
"12344","TRUE",34,"resign","black","mineralkin",1434,"dfdghgh",1535,"King's Indian Defense"
"12345","TRUE",81,"resign","white","dfdghgh",1526,"mineralkin",1442,"Queen's Pawn Game"
"12348","TRUE",78,"resign","black","mineralkin",1451,"dfdghgh",1497,"Indian Game"
"12349","TRUE",42,"mate","black","mineralkin",1460,"dfdghgh",1487,"Indian Game"
"12351","TRUE",61,"outoftime","white","mineralkin",1447,"dfdghgh",1501,"Van Geet Opening"
"12352","TRUE",50,"resign","black","mineralkin",1457,"dfdghgh",1491,"Caro-Kann Defense"
"12353","TRUE",88,"resign","black","mineralkin",1467,"dfdghgh",1479,"Indian Game"
"12394","TRUE",44,"resign","white","elcortez",1416,"curry117",1585,"Sicilian Defense"
"12396","TRUE",24,"mate","black","curry117",1607,"magrabi",1455,"King's Pawn Game"
"12400","TRUE",22,"resign","white","curry117",1570,"foreverunder1500",1392,"Italian Game"
"12405","FALSE",55,"outoftime","white","chess-brahs",1950,"ya_boy_agent",2212,"Amar Opening"
"12406","FALSE",49,"resign","white","chess-brahs",1950,"adei",1226,"Zukertort Opening"
"12407","FALSE",78,"mate","black","chess-brahs",1950,"lcf64",1885,"King's Indian Attack"
"12408","FALSE",29,"draw","draw","chess-brahs",1950,"hugomazochi",2204,"Reti Opening"
"12409","FALSE",65,"draw","draw","chess-brahs",1950,"responsible_peach",1500,"Reti Opening"
"12410","FALSE",66,"draw","draw","chess-brahs",1950,"berkaybahadr",1819,"King's Indian Attack"
